,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
42972,"[{'id': 18, 'name': 'Drama'}]",http://www.mylifetime.com/movies/from-straight-as-to-xxx,tt6237208,en,From Straight A's to XXX,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",1.677614,/q4Nz80qQOmRSbW2ujYVTKP57BEy.jpg,"[{'name': 'Sepia Films', 'id': 10969}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/2/2017,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Inspired by a true story,From Straight A's to XXX,FALSE,6.1,11
17402,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,tt1823051,en,200 MPH,"When the older brother (Tommy Nash) he idolizes is run off the road by a ruthless drug dealer (Darren Thomas) during a nighttime street race known as Sepulveda Suicide, Rick Merchant (Jaz Martin) channels his grief into getting revenge behind the wheel. But to win, he’ll need to modify his trusty 1978 Datsun 280Z — with help from a pretty mechanic (Hennely Jimenez) — to get the maximum speed out of its machinery.",1.023577,/7UWa0r43Mz6zEOy6bbtQlEVhhaO.jpg,[],[],26/4/2011,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,200 MPH,FALSE,3.7,13
27169,"[{'id': 53, 'name': 'Thriller'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,tt1342403,cs,Na půdě aneb Kdo má dneska narozeniny?,"In an attic full of discarded junk, a pretty doll called Buttercup lives in an old trunk together with her friends, the marionette Prince Charming, lazy Teddy Bear and the plasticine creature Schubert. When Buttercup is snatched and taken off to the Land of Evil, her pals set out to rescue her.",4.052588,/2MV9ijiX64vhpuywUGEST7qTeiO.jpg,[],"[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'SK', 'name': 'Slovakia'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",4/4/2009,0,75,"[{'iso_639_1': 'ce', 'name': ''}]",Released,,Toys in the Attic,FALSE,5.8,6
32550,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0070157,en,The Harrad Experiment,"At fictional Harrad College students learn about sexuality and experiment with each other. Based on the 1962 book of the same name by Robert Rimmer, this movie deals with the concept of free love during the height of the sexual revolution which took place in the United States.",0.952641,/eJJbcBACphkeP9Raq8yKPeYuXKM.jpg,"[{'name': 'Cinema Arts Productions', 'id': 1275}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/5/1973,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Harrad College... where free, liberated relations between coed students are encouraged!",The Harrad Experiment,FALSE,2.5,2
28642,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,tt0036886,en,Guest in the House,"Evelyn (Anne Baxter), an emotionally vulnerable and unstable woman, stays at the home of her doctor Dan Proctor (Scott McKay). There she meets and falls in love with his brother, Douglas (Ralph Bellamy), who is happily married to Ann (Ruth Warrick). Evelyn then sets forth to break up the happy marriage and win the love of Douglas -- with tragic results.",0.554417,/cfTPTRAItyCaLcQHVhmRCwRhM6W.jpg,"[{'name': 'Hunt Stromberg Productions', 'id': 5235}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/12/1944,0,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No girl has ever been called more names! That's Evelyn...the guest...who manages to throw her pretty shadow around where any man near must see it - and when it comes to a man she grants no rights to anyone but herself!,Guest in the House,FALSE,3.1,4
8530,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,tt0053115,ja,人間の條件　第３部望郷篇／第４部戦雲篇,"Kaji, having lost his exemption from military service by protecting Chinese prisoners from unjust punishment, has now been conscripted into the Japanese Kwantung Army. Despite his anti-militarism, Kaji excels in his training and tries to implement his ideals in his dealings with other soldiers in the face of the prevailing brutality. The film ends with the Soviet army's victorious onslaught.",1.914775,/svdKfhT9WLfrC8zgOWmZt4mgyK0.jpg,"[{'name': 'Shôchiku Eiga', 'id': 5070}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",20/11/1959,0,181,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,First Sequel of an Anti-War Masterpiece,The Human Condition II: Road to Eternity,FALSE,8.5,31
33944,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,tt0087742,fr,Les Morfalous,"April 5, 1943: a battalion of the Foreign Legion arrives in El Ksour, Tunisia, to escort a fortune in gold bars to the home front. A German ambush awaits, and all but four die. Thanks to the street smarts of Sergeant Augagneur, the Legionnaires successfully counter attack. The bank manager and his seductive wife arrive, and so does a German lieutenant, whom the French arrest. Augagneur wants to steal the gold; warrant officer Mahuzard wants to do his duty. A series of alliances form and break apart, the group dwindles in number, and the gold heads south toward Betahoua. But in whose possession?",1.29863,/3EMiSfzyQMVSRZiVE11UcRMrY2j.jpg,"[{'name': 'Soprofilms', 'id': 472}, {'name': 'Cerito Films', 'id': 10784}, {'name': 'V Films', 'id': 14388}, {'name': 'Carthago Films S.a.r.l.', 'id': 20395}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",28/3/1984,0,95,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Vultures,FALSE,6.2,13
3701,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0174480,en,Autumn in New York,"Autumn in New York follows the sexual exploits of Will Keane - New York restaurateur, infamous verging-on-50 playboy, master of the no-commitment seduction - until he runs into an unexpected dead end when he meets Charlotte Fielding. Charlotte is half Will's age and twice his match, a 21 year-old free spirit yearning to get out and taste the excitement of adult life.",7.420422,/tQ5ze794HtDjxTxYVxHRn7AzbSL.jpg,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/8/2000,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He fell in love for the first time. She fell in love forever.,Autumn in New York,FALSE,5.7,144
43111,"[{'id': 18, 'name': 'Drama'}]",,tt3211400,es,A cambio de nada,"One summer, Dario flees the hellish environment of his home. Luismi, unconditional friend, a poor devil with pretensions of winning, and Antonia, an old woman who collects abandoned his motorcar furniture, become his new family. Three generations living together in a city too big to be alone.",1.474889,/fDqDJeYsWxMwaPbVmecIDMFxExF.jpg,"[{'name': 'Ulula  Films', 'id': 52882}, {'name': 'El Niño Producciones', 'id': 52883}, {'name': 'La Competencia', 'id': 52884}, {'name': 'La Mirada Oblicua', 'id': 52885}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",8/5/2015,0,0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Nothing in Return,FALSE,6.6,24
41529,"[{'id': 35, 'name': 'Comedy'}]",,tt2137028,en,John Cleese - The Alimony Tour Live,"For the first time ever, comedy legend John Cleese brings his unique comedic perspective to DVD in John Cleese: The Alimony Tour. Best known for his part in 'Monty Python's Flying Circus' and as Basil Fawlty in 'Fawlty Towers,' John Cleese draws on his many years in the limelight as well as some of his own personal interests. In Cleese's very own words: ""it is an evening of well honed anecdotes, psychoanalytical tit-bits and unprovoked attacks on former colleagues, especially Michael Palin."" Cleese has achieved a lot in his career which started as a sketch writer for BBC Radio's Dick Emery Show and then The Frost Report. After this stardom beckoned, and Monty Python was created with Cleese co-writing and starring in four series and three films. He went on to achieve further great success as the neurotic hotel manager Basil Fawlty in Fawlty Towers, which he co-wrote with then wife Connie Booth.",0.121652,/f38LSxtzYkZUwCdKOjA83tnyEYM.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",11/8/2011,0,79,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,John Cleese - The Alimony Tour Live,FALSE,7.8,2
16739,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,tt0046425,en,Thunder Bay,Shrimpers and oilmen clash when an ambitious wildcatter begins constructing an off-shore oilrig.,0.588655,/kRgeDeIbxeVSkITI85NIgY77LYY.jpg,"[{'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",21/5/1953,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Thunder Bay,FALSE,6,6
10168,"[{'id': 35, 'name': 'Comedy'}]",,tt0030696,en,Room Service,"The Marx Brothers try and put on a play before their landlord finds out that they have run out of money. To confuse the landlord they pretend that the play's author has contracted some terrible disease and can't be moved. Originally a Broadway stage play by John Murray and Allen Boretz, adapted for the screen by Morrie Ryskind.",1.782967,/pLZsDOOau8YIGGn2JV6kDJcmGw2.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",30/9/1938,0,78,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Better . . . Battier . . . Funnier Than Ever !,Room Service,FALSE,6.4,15
34764,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,tt1727261,en,Father's Day,"Ahab, a man obsessed with exacting a brutal, violent revenge on the man who murdered his dad, joins John, an eager priest, and Twink, a hot-headed street hustler, on an epic quest to find and defeat this mythical monster known as Chris Fuchman AKA The Father's Day Killer.",2.199072,/4hAhiyGR7NleFYJehSSG9YMOWDH.jpg,"[{'name': 'Troma Entertainment', 'id': 3052}, {'name': 'Astron-6 Video International', 'id': 6587}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",19/6/2011,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Sons, lock up your fathers... vengeance arrives on... Father's Day!",Father's Day,FALSE,6.2,24
19382,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",,tt0064674,en,Mr. Freedom,A pro-America superhero destroys France to prevent Communists from taking over.,1.568747,/n8NYzSFfwtQDGgDziN8R02iakY9.jpg,"[{'name': 'Films du Rond-Point', 'id': 4638}, {'name': 'O.P.E.R.A.', 'id': 10634}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",9/1/1969,0,95,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Mr. Freedom,FALSE,4.6,7
18209,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,tt1461418,en,The Gruffalo,The magical tale of a mouse who takes a walk though the woods in search of a nut.,8.575933,/zK79S4p4IoHgNGL8LVwlb974fdC.jpg,"[{'name': 'Magic Light Pictures', 'id': 5644}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",25/12/2009,0,27,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Gruffalo,FALSE,6.7,53
3393,"[{'id': 18, 'name': 'Drama'}]",,tt0172632,en,Joe Gould's Secret,"Around 1940, New Yorker staff writer Joe Mitchell meets Joe Gould, a Greenwich Village character who cadges meals, drinks, and contributions to the Joe Gould Fund and who is writing a voluminous Oral History of the World, a record of 20,000 conversations he's overheard. Mitchell is fascinated with this Harvard grad and writes a 1942 piece about him, ""Professor Seagull,"" bringing Gould some celebrity and an invitation to join the Greenwich Village Ravens, a poetry club he's often crashed. Gould's touchy, querulous personality and his frequent dropping in on Mitchell for hours of chat lead to a breakup, but the two Joes stay in touch until Gould's death and Mitchell's unveiling of the secret.",1.063547,/t6em7AcZBgTlODGHSp0HzA88t7d.jpg,[],[],21/1/2000,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Joe Gould's Secret,FALSE,6.8,6
43946,[],,tt0784688,en,Parliament Funkadelic: One Nation Under a Groove,"One Nation Under A Groove - P-Funk Documentary 2005  Known to its legions of fans simply as P-Funk, Parliament Funkadelic has had a profound impact on the development of contemporary music, aesthetics and culture. PARLIAMENT FUNKADELIC: One Nation Under a Groove chronicles the unique alchemy of the musical influences that fed into the band`s singular approach to music, documenting P-Funk`s continuing influence on today`s artists and musicians and featuring an in-depth look at the musical and entrepreneurial mastermind of its leader George Clinton.",0.004091,/xJjLX1jH5zL4YRrFznOOxdGtBek.jpg,[],[],5/4/2005,0,0,[],Released,,Parliament Funkadelic: One Nation Under a Groove,FALSE,0,0
24204,"[{'id': 99, 'name': 'Documentary'}]",,tt0079204,fa,قضیه شکل اول... شکل دوم,"Kiarostami presents two cases for talking heads to evaluate in terms of morality, rights and responsibilities.  Case One: Your son is in class, sitting in the back row. His teacher is writing on the board. A restless student in the back row makes a lot of noise. Not knowing who the culprit is, the teacher makes all the children sitting in the last two rows stay outside of the class until the weekend, unless they tell him who made the noise. After a few days spent outside of the classroom, your son relents and tattles on the boy who made the noise, so he can go back in and continue learning. Was he in the right?  Case Two: The other students from the back row wait out the rest of the week outside of the class, before returning. Were they in the right?",0.001655,/e4qBZxwzz6244joE3WYft1d3116.jpg,"[{'name': 'The Institute for the Intellectual Development of Children & Young Adults', 'id': 11460}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}]",1/1/1979,0,53,"[{'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,"First Case, Second Case",FALSE,6,1
42971,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",,tt5133392,ru,Зоология,"Natasha is a lonely, middle-aged admin employee at the zoo who still lives at home with her mother. One day her life is turned upside down when she discovers she has grown a tail…",1.269667,/3RuFcjiabI701XCAl9Tzp2tZ2XA.jpg,"[{'name': 'Arizona Films', 'id': 16906}, {'name': 'New People Film Company', 'id': 20490}, {'name': 'MovieBrats Pictures', 'id': 79197}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",24/11/2016,0,87,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,It's Never Too Late To Grow A Tail,Zoology,FALSE,7,7
12468,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,tt0420740,en,A Little Trip to Heaven,"Insurance investigator Abraham Holt travels to a tiny town in rural Minnesota to look into a particularly unusual insurance claim stemming from a horrific car accident. As Holt examines the scene of the wreck, it all seems a bit too perfect. And when he interviews Isold Mcbride and her shifty husband, Fred -- the impoverished beneficiaries of the massive, recently initiated life-insurance policy -- he begins to suspect that something is amiss.",2.16269,/u0Ji7nwDznsXcRpLpsePX4CYU7g.jpg,"[{'name': 'Palomar Pictures', 'id': 2380}, {'name': 'Blueeyes Productions', 'id': 10970}, {'name': 'Pink Productions', 'id': 24701}]","[{'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",26/12/2005,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There is no such thing as a no fault death.,A Little Trip to Heaven,FALSE,5.2,21
20658,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,tt1964624,fr,Dans la maison,"A sixteen-year-old boy insinuates himself into the house of a fellow student from his literature class and writes about it in essays for his French teacher. Faced with this gifted and unusual pupil, the teacher rediscovers his enthusiasm for his work, but the boy’s intrusion will unleash a series of uncontrollable events.",9.617662,/4qAnWMNKUadx10jlCrkRAAuT4bN.jpg,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'FOZ', 'id': 149}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'Mandarin Film', 'id': 7839}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",26/9/2012,11879046,105,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,There's always a way in,In the House,FALSE,7.3,259
36993,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",,tt0995752,hi,Tashan,"Jeetendra Kumar Makwana is employed full-time at a Call Center and works part-time teaching English. He is recruited by an attractive young woman, Pooja, to teach her Hinglish-speaking boss, Bhaiyaji, English. Jeetendra agrees to do so, falls in love with Pooja, and joins forces with her to steal a bag containing 25 Crore Rupees in cash. He will soon find out that Bhaiyaji is a hoodlum and extortionist known to the Police as Lakhan Singh.",0.868335,/iScKkek7bb5w7xzmlGGEYqXuJQz.jpg,[],[],25/4/2008,0,148,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Tashan,FALSE,3.9,9
20740,[],,tt1185370,en,The King of Texas,A documentary on the life of Texas filmmaker Eagle Pennell.,0.005242,,"[{'name': 'Watchmaker Films', 'id': 71848}]",[],1/3/2008,0,73,[],Released,,The King of Texas,FALSE,0,0
35381,"[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]",,tt5133572,en,Crown for Christmas,"After getting fired from her job as a maid at a ritzy New York City hotel, Allie reluctantly accepts a temp gig as the governess to a young girl who is part of a powerful family in Europe that lives in an actual castle. After arriving, Allie learns the girl is named Princess Theodora and her father is Maximillion, the King of Winshire. The King informs Allie that the Princess has a tendency to terrorize authority figures, a predilection that has grown worse since her mother’s death. Yet governess and Princess wind up hitting it off while at the same time a spark forms between Allie and Max. However, Countess Celia is expecting to wed the King. Will Max take a stand for his feelings for Allie and make it truly a merry Christmas for all (or at least, most)?",1.878526,/d5v34mY5G4TYQnDHfPC5r7TAWPq.jpg,"[{'name': 'The Hallmark Channel', 'id': 6425}, {'name': 'Motion Picture Corporation of America (MPCA)', 'id': 11061}, {'name': 'Brad Krevoy Television', 'id': 64216}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",27/11/2015,0,84,[],Released,,Crown for Christmas,FALSE,7.1,20
41975,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",http://www.prevengemovie.co.uk/,tt5154288,en,Prevenge,"A pregnant widow, believing herself to be guided by her unborn child, embarks on a homicidal rampage.",7.651227,/5OWrwvKscVc7Md0IvtTLZmjXbKt.jpg,"[{'name': 'Western Edge Pictures', 'id': 21873}, {'name': 'Gennaker', 'id': 69334}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",10/2/2017,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Prevenge,FALSE,6.1,43
15014,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,tt0227194,hi,One 2 Ka 4,"Javed Abbas (Jackie Shroff) is widowed Police Officer with four children. His partner is Arun Verma (Shahrukh Khan). Both Javed and Arun are honest, hard-working and diligent. And this leads to the ""death"" of Javed in mysterious circumstances. After Javed's death, Arun takes over the responsiblity of looking after his four children. He does run into several problems and decides to seek the help of Geeta Choudhary (Juhi chawla), who readily agrees and moves in with him and the four children. The children take an instant liking to Geeta, and things seem to settle down. One day Arun finds out that his former partner's death was really a homicide. When he attempts to investigate, charges of drug-trafficking, and bribery are brought out against him, He finds out that Geeta is not what she claims to be, and is living a double life.",1.838534,/l2rVlQOqPnuw29DfYruQOQ4B25j.jpg,"[{'name': 'Spark Media', 'id': 10081}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",29/3/2001,0,178,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Rumored,,One 2 Ka 4,FALSE,5.3,12
34583,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,tt0411743,en,La peau blanche,Two roommates discover that the family of one of their girlfriends is populated with vampires.,0.559559,/vvbKP51tV46yYEgjIGzVt4j3OLM.jpg,"[{'name': 'Zone Films', 'id': 61746}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",17/9/2004,0,92,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,White Skin,FALSE,4.6,6
22101,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",http://www.koi-tumi.com/,tt1743724,ja,恋の罪,A detective probes the brutal murder of a woman in a red light district while a housewife hides her double life as a prostitute from her husband.,3.638912,/rTyDmYh8Jg258P9P5VfZWtBYM2y.jpg,"[{'name': 'Nikkatsu', 'id': 955}, {'name': 'Django Film', 'id': 3659}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",30/9/2011,0,144,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Love is hell,Guilty of Romance,FALSE,6.8,45
17798,"[{'id': 99, 'name': 'Documentary'}]",,tt0328952,en,Children of the Secret State,"Children of the Secret State follows Ahn Chol, a 29-year-old North Korean man who escaped from the country in 1997 by swimming across a river to China after his parents died of starvation. Chol has slipped back into North Korea several times since 1997 with a hidden camera to reveal a side of the communist nation that its government tries to hide from the outside world. In the documentary, viewers are exposed to many gruesome realities, including a food supply only available on the black market and small children fending for themselves to survive, scooping up spilled rice and corn.",0.212863,/6RhC1aTnMEblzdld6fME0vEHy4S.jpg,[],[],29/3/2001,0,50,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Children of the Secret State,FALSE,6.8,4
37849,"[{'id': 35, 'name': 'Comedy'}]",,tt0033781,en,Keep 'Em Flying,"When a barnstorming stunt pilot decides to join the air corps, his two goofball assistants decide to go with him. Since the two are Abbott &amp; Costello, the air corps doesn't know what it's in for.",0.74624,/osKVNokysC4lhkfX2Yv5rjEhW6D.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",28/11/1941,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,As Co-Pilots... They're Co-Riots! They've got the whole Army Air Corps in a sky-high uproar... and sweeping the nation in fun-formation!,Keep 'Em Flying,FALSE,7,5
42633,"[{'id': 35, 'name': 'Comedy'}]",,tt6039474,en,Janeane Garofalo: If I May,"Filmed live in San Francisco, Janeane Garofalo takes on society’s intolerance of gluten and House Hunters International. With her unapologetic attitude, Janeane proudly states her AARP membership, her love for Febreze but the disdain for their commercials, and her disinterest in doctors.",0.093293,/n8luibPkwbVX3b0nprWvu5k0UAK.jpg,"[{'name': 'Comedy Dynamics', 'id': 49261}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",27/10/2016,0,66,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Janeane Garofalo: If I May,FALSE,8,1
24440,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",http://leavetheworldbehind.com/,tt3288290,en,Swedish House Mafia - Leave the World Behind,"A music documentary following the breakup of Swedish House Mafia and their subsequent One Last Tour. The largest electronic tour in history, selling over 1 million tickets in one week. Director Christian Larson captures the band in a unique fly on the wall manner as they call it quits and seek closure by going on the tour they had always dreamed of. With breathtaking live moments, huge laughs and dark lows, the band start to unravel why they came to the decision to end the biggest achievement of their lives to date to save their friendship.  The film maps out three of the biggest stars in a scene which has gripped youth the world over and the psychology of the band. A film not to be missed.",1.404872,/foLe0dW1Q9DqUfigZKzwejfChhY.jpg,"[{'name': 'Ridley Scott Associates', 'id': 15826}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12/3/2014,0,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Post Production,The film maps out three of the biggest stars in a scene which has gripped youth the world over.,Leave the World Behind,FALSE,7.3,21
22500,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",,tt2112206,sv,Monica Z,"""Monica Z"" is a biopic about the Swedish singer and actress Monica Zetterlund focusing on her journey from a job as a telephone operator in a small town in Sweden to stardom in the clubs of New York and Stockholm.",1.227181,/3YbRLlootceWvwDQPoEXqZ8LXqu.jpg,"[{'name': 'StellaNova Film', 'id': 5293}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",13/9/2013,0,111,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Waltz for Monica,FALSE,5.9,14
24000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,tt2866360,en,Coherence,"On the night a comet is passing near Earth, eight friends at a dinner party experience a troubling chain of reality bending events. When the power goes out, they discover that the only house on the street left with power also holds many secrets.",6.851243,/8OIsK5Mlkieeqf5ejZOKFiyH5mM.jpg,"[{'name': 'Ugly Duckling Films', 'id': 1436}, {'name': 'Bellanova Films', 'id': 29303}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19/9/2013,102617,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nothing is random,Coherence,FALSE,7.2,653
22056,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",,tt0050112,en,All Mine to Give,"This is a story based on fact that follows a husband and wife who emigrate from Scotland to Wisconsin in the 1850's. They work very hard and become welcome citizens of their new town, Eureka. They have six children. They prosper in the husband's boat building business. But when their eldest is 12, tragedy strikes the family, and the 12-year old is burdened with a terrible task which he handles as well as any adult could.",0.150874,/ciUwtvhPQ9uTdHWIgKaQseRrdi.jpg,"[{'name': 'Sam Wiesenthal Productions', 'id': 18284}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",13/11/1957,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,SIX KIDS ON A TRUE AND WONDERFUL ADVENTURE!,All Mine to Give,FALSE,5.9,4
7038,"[{'id': 35, 'name': 'Comedy'}]",,tt0103827,en,Blame It on the Bellboy,"Mike Lawton, Maurice Horton, and Melvin Orton are three men who come to Venice. One of them is a hit man sent to take out a mobster. Another is a lech looking for a little action with a woman he never met, whom he was set up with. And one of them was sent by his employer to inspect a property his boss wants to buy. All three men stay at the same hotel. But when the bellboy gets their names mixed up and gives info meant for someone else. So one of them meets a Realtor who will whatever she has to, to close the sale. And another follows a woman looking for romance. And another goes to the home of the mobster who thinks he's sent there to kill him.",7.777791,/59Ycm4iV6GKsOT4uUlp5g7rcm7r.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6/3/1992,0,78,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Mix-ups, Mishaps, Madness, and Mayhem... It's all part of the service.",Blame It on the Bellboy,FALSE,5.8,15
